Title;Author;Publisher;Published Date;Format;Pages;Series;Volume;Language;ISBN;Page Read;Item Url;Icon Path;Photo Path;Image Url;Summary;Location;Price;Genres;Rating;Added Date;Copy Index;Read;Started Reading Date;Finished Reading Date;Favorite;Comments;Tags;BookShelf;Settings
Pista nera;Manzini, Antonio;Sellerio Editore Palermo;2013-01-31;Copertina flessibile;278;Rocco Schiavone;;Italiano;9788838929090;;https://www.amazon.it/dp/8838929092?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51axNYIpL6L._SL500_.jpg;"Semisepolto in mezzo a una pista sciistica sopra Champoluc, in Val d'Aosta, viene rinvenuto un cadavere. Sul corpo è passato un cingolato in uso per spianare la neve, smembrandolo e rendendolo irriconoscibile. Poche tracce lì intorno per il vicequestore Rocco Schiavone da poco trasferito ad Aosta: briciole di tabacco, lembi di indumenti, resti organici di varia pezzatura e un macabro segno che non si è trattato di un incidente ma di un delitto. La vittima si chiama Leone Miccichè. È un catanese, di famiglia di imprenditori vinicoli, venuto tra le cime e i ghiacciai ad aprire una lussuosa attività turistica, insieme alla moglie Luisa Pec, un'intelligente bellezza del luogo che spicca tra le tante che stuzzicano i facili appetiti del vicequestore. Davanti al quale si aprono tre piste: la vendetta di mafia, i debiti, il delitto passionale. Quello di Schiavone è stato un trasferimento punitivo. È un poliziotto corrotto, ama la bella vita. Però ha talento. Mette un tassello dietro l'altro nell'enigma dell'inchiesta, collocandovi vite e caratteri delle persone come fossero frammenti di un puzzle. Non è un brav'uomo ma non si può non parteggiare per lui, forse per la sua vigorosa antipatia verso i luoghi comuni che ci circondano, forse perché è l'unico baluardo contro il male peggiore, la morte per mano omicida (""in natura la morte non ha colpe""), o forse per qualche altro motivo che chiude in fondo al cuore.";;;Gialli e thriller;3.77;05/23/2026;;;;;;;;Sx4;
Probabilità e statistica per l'ingegneria e le scienze;Ross, Sheldon M.;Apogeo;2006-09-05;Copertina flessibile;600;;;Italiano;9788873038979;;https://www.amazon.it/dp/8873038972?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41qK8uUtpfL._SL500_.jpg;;;;Matematica;;05/24/2026;;;;;;;;Sx4;
Probabilità e statistica per l'ingegneria e le scienze;Ross, Sheldon M.;Apogeo;2006-09-05;Copertina flessibile;600;;;Italiano;9788873038979;;https://www.amazon.it/dp/8873038972?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41qK8uUtpfL._SL500_.jpg;;;;Matematica;;05/24/2026;;;;;;;;Sx4;
Problemi di fisica generale. Elettromagnetismo e ottica;"Nigro, Massimo; Voci, Cesare";Cortina (Padova);2003-07-26;Copertina flessibile;636;;;Italiano;9788877840455;;https://www.amazon.it/dp/8877840455?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51u0UdiAmHL._SL500_.jpg;;;;Fisica;;05/24/2026;;;;;;;;Sx4;
QED. La strana teoria della luce e della materia;"Feynman, Richard P.; Nicodemi, F.";Adelphi;1989-11-06;Copertina flessibile;196;;;Italiano;9788845907197;;https://www.amazon.it/dp/8845907198?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/31nNr6Ue5bL._SL500_.jpg;In questo libro, con stupefacente chiarezza, un grande fisico ci spiega come tutto ciò che percepiamo dipenda da accadimenti naturali che violano ogni aspettativa del senso comune. La via scelta è la seguente: guidare, come in un vero tour de force, ogni testa pensante negli impensabili meandri dell’elettrodinamica quantistica (abbreviata nella sigla QED del titolo). Il punto di partenza è la riflessione della luce. Prendendo le mosse da esperienze elementari, Feynman ci mostra come tale riflessione, lungi dall’essere un semplice mutamento di direzione di un raggio luminoso, sia un accadimento che va contro tutte le concezioni del senso comune. Da ciò una serie inarrestabile di conseguenze, in ogni direzione. E – ciò che più conta per il lettore non specialista – Feynman procede mantenendo sempre la spiegazione in stretto contatto con l’esame di varie esperienze fisiche, così da farci entrare, in certo modo, nella mente dello scienziato che le osserva (e, per certi fenomeni, la prima mente che osservava fu proprio la sua). Mentre al tempo stesso riesce a presentare concetti ben noti in termini sorprendenti per gli stessi fisici. C’è poi una importante novità di atteggiamento, in Feynman. Mentre alcuni fra i suoi illustri predecessori, pur avendo riconosciuto la sconcertante realtà della meccanica quantistica, continuavano a guardare con nostalgia alle sicurezze del senso comune insite nella fisica classica, Feynman è stato forse il primo fisico a vivere senza inibizioni lo shock della quantizzazione. Il suo criterio sembrerebbe il seguente: porsi spudoratamente al di là del buon senso e della intuizione comune, purché i conti tornino e le misure siano esatte. Intorno a Richard Feynman si è venuta formando una sorta di leggenda. Premio Nobel per la fisica nel 1965 come riconoscimento alle sue ricerche di elettrodinamica quantistica (che sono anche il tema di questo libro), divenne presto una figura molto popolare e molto amata per la sua impressionante versatilità e per lo spirito irriverente, uniti a una rara capacità di rendere accessibili i fatti più complessi della fisica. Questo suo libro, che apparve nel 1985, ne è la dimostrazione più felice.;;;Fisica;4.27;05/24/2026;;;;;;;;Sx4;
Quando tutto brucia;"Proietti, Catia; Alemanno, Andrea";Albero delle Matite;2023-11-17;Copertina rigida;272;;;Italiano;9788899814243;;https://www.amazon.it/dp/8899814244?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41fRmFf4NPL._SL500_.jpg;Sei pronto a entrare nell'aula B delle Scuole Vecchie? Nulla sarà più come prima. Malick, Martina e i loro amici non hanno un luogo dove ritrovarsi. L'aula B delle Scuole Vecchie di Rebibbia diventa il loro rifugio notturno. Malick soffre di “mal di mondo”, appassionato di cinema, si protegge guardando la realtà come fosse dietro una macchina da presa. Martina ostenta una sicurezza che non ha. Mattia scopre di essere un “neet”. Zaril sogna di incontrare Zerocalcare. Intanto, Carola chiede giustizia per suo figlio ucciso in un pestaggio. Un filo invisibile lega le vicende della donna a quelle dei ragazzi, ma quando il Miccia e la sua gang cominciano a scorrazzare per le strade del quartiere nessuno è più al sicuro.;;;Emozioni e sentimenti;3.57;05/24/2026;;;;;;;;Sx4;
Reti di calcolatori e internet. Un approccio top-down;"Kurose, James F.; Ross, Keith W.; D'Antona, O. M.; Ludovico, L. A.; Formenti, A.";Pearson;2005-01-01;Copertina flessibile;716;;;Italiano;9788871922256;;https://www.amazon.it/dp/8871922255?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/31jl9HzrU2L._SL500_.jpg;"Building on the successful top-down approach of previous editions, the Fourth Edition of Computer Networking continues with an early emphasis on application-layer paradigms and application programming interfaces, encouraging a hands-on experience with protocols and networking concepts. With this edition, Kurose and Ross bring the issues of network security to the forefront, along with integration of the most current and relevant networking technologies.

Computer Networks and the Internet; Application Layer; Transport Layer; The Network Layer; The Link Layer and Local Area Networks; Wireless and Mobile Networks; Multimedia Networking; Security in Computer Networks; Network Management.

For all readers interested in computer networking technologies.
";;;Browser web;4.08;05/24/2026;;;;;;;;Sx4;
Reti di computer;Tanenbaum, Andrew S.;UTET Università;1997-10-01;Copertina flessibile;800;;;Italiano;9788877504531;;https://www.amazon.it/dp/8877504536?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41Fv0F-RIeL._SL500_.jpg;;;;Ingegneria;;05/24/2026;;;;;;;;Sx4;
Sistemi operativi. Concetti ed esempi;"Silberschatz, Abraham; Galvin, Peter Baer; Gagne, Greg";Pearson;2006-01-01;Copertina flessibile;886;;;Italiano;9788871922331;;https://www.amazon.it/dp/8871922336?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/615a2U1uoML._SL500_.jpg;;;;Sistemi operativi;;05/24/2026;;;;;;;;Sx4;
Solid State Physics;Ashcroft, Neil W.;Harcourt School;1976-01-01;Copertina flessibile;840;;;Inglese;9780030493461;;https://www.amazon.it/dp/0030493463?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41JjcF5B-nL._SL500_.jpg;;;;Fisica;;05/24/2026;;;;;;;;Sx4;
Spostare il centro del mondo;Thiong'o, Ngũgĩ wa;Meltemi;;Copertina flessibile;210;;;ita;9788883530326;;https://www.goodreads.com/book/show/38580926-spostare-il-centro-del-mondo;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518643107l/38580926._SX98_.jpg;;;;Africa;4.31;05/24/2026;;;;;;;;Sx4;
Storia d'Italia. L' Italia dei secoli d'oro. Il Medio Evo dal 1250 al 1492 (Vol. 3);"Montanelli, Indro; Gervaso, Roberto";Rizzoli;1997-07-09;Copertina flessibile;320;Storia d'Italia;3;Italiano;9788817118132;;https://www.amazon.it/dp/8817118133?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41xechOYirL._SL500_.jpg;Dalla morte di Federico II alla scoperta dell'America, il grande fermento civile e culturale del Rinascimento. I moti di Cola di Rienzo, la fine dello scisma d'Occidente, l'ascesa di casati come Medici, Visconti, Este. Sono gli anni in cui l'Italia primeggia, ma che ne preparano la decadenza: un Paese di piccoli Stati in lotta è condannato all'isolamento.;;;Storia;4.11;05/24/2026;;;;;;;;Sx4;
Storia d'Italia. L' Italia del Seicento (Vol. 5);"Montanelli, Indro; Gervaso, Roberto";Rizzoli;1998-02-11;Copertina flessibile;384;Storia d'Italia;5;Italiano;9788817118156;;https://www.amazon.it/dp/881711815X?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51z9Pk19R2L._SL500_.jpg;Ad affacciarsi sul XVII secolo è un'Italia pacificata dal dominio spagnolo e politicamente ininfluente. Mentre il Mediterraneo perde il suo ruolo centrale a favore del ''nuovo Occidente'', il nostro Paese vive la fase declinante di lente trasformazioni.;;;Storia moderna fino al XVIII secolo;4.06;05/24/2026;;;;;;;;Sx4;
Storia d'Italia. L' Italia della Controriforma (Vol. 4);"Montanelli, Indro; Gervaso, Roberto";Rizzoli;1997-10-29;Copertina flessibile;420;Storia d'Italia;4;Italiano;9788817118187;;https://www.amazon.it/dp/8817118184?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51U8a1bvWkL._SL500_.jpg;La calata di Carlo VIII segna la fine dell'indipendenza italiana, in un panorama europeo dagli equilibri mutati. E mentre sul continente soffia il vento della rivoluzione luterana, da noi la Controriforma inaugura secoli di oscurantismo. Tra grandi figure come Lutero, Calvino, Giordano Bruno e Galileo, un periodo tra i più bui della storia italiana.;;;Storia moderna fino al XVIII secolo;4.15;05/24/2026;;;;;;;;Sx4;
Storia delle donne in Occidente. L'Antichità (Vol. 1);"Duby, Georges; Perrot, Michelle; Marogna, Giorgia Viano; Guidobaldi, Maria Paola; Villari, Fausta Cataldi; Tartara, Marina; Pantel, Pauline Schmitt";Laterza;1997-01-01;Copertina flessibile;615;A History of Women in the West;1;Italiano;9788842043744;;https://www.amazon.it/dp/8842043745?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51mjm7jXcwL._SL500_.jpg;"Informed by the work of seventy-five distinguished historians, this five-volume series sets before us an engaging, panoramic chronicle that extends from antiquity to the present day. 

The inaugural volume brings women from the margins of ancient history into the fore. It offers fresh insight into more than twenty centuries of Greek and Roman history and encompasses a landscape that stretches from the North Sea to the Mediterranean and from the Pillars of Hercules to the banks of the Indus. The authors draw upon a wide range of sources including gravestones, floor plans, papyrus rolls, vase paintings, and literary works to illustrate how representations of women evolved during this age. They journey into the minds of men and bring to light an imaginative history of women and of the relations between the sexes.

";;;Storia antica;4.05;05/24/2026;;;;;;;;Sx4;
Storia di Roma;Montanelli, Indro;Rizzoli;1988-10-21;Copertina flessibile;464;;;Italiano;9788817115056;;https://www.amazon.it/dp/8817115053?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51Roi6gkU0L._SL500_.jpg;Montanelli ha raccontato la storia con un amore eccezionale. Questo saggio ne mostra le doti di divulgatore, capace di coniugare la precisione dello studioso alla vivacità del narratore. Rivivono figure imponenti - da Annibale a Cesare, da Augusto a Caligola e Nerone - in una straordinaria ricostruzione degli avvenimenti del più grande impero occidentale.;;;Roma;4.18;05/24/2026;;;;;;;;Sx4;
Sulla strada di Iqbal;"Proietti, Catia; Garbuglia, Shu";Albero delle Matite;2020-09-30;Copertina rigida;224;;;Italiano;9788899814083;;https://www.amazon.it/dp/8899814082?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51TmJGElU8L._SL500_.jpg;"Ispirato alla storia di Iqbal Masih. Maya e sua madre Irene vivono, in affitto, in un piccolo appartamento della periferia romana, in compagnia di Mollica, un cane trovatello. Grandi alleate nella vita, Irene e Maya evitano cibo in scatola, fast-food, televisione e social-media, in un rapporto intenso costruito leggendo gli stessi libri e parlando di attualità. Ma a tredici anni Maya non vuole più essere ""l'unica adolescente sul pianeta terra senza cellulare"". Inevitabile lo scontro tra madre e figlia, in un momento di fragilità per Irene che ha perso il lavoro e vede le sue scelte come un fallimento. Finché la strada di Maya incontra quella di Iqbal... Una storia che narra di forti legami di amicizia e di amore che non cederanno alla paura o ai momenti di difficoltà.

""Cioè non è che quando vai in un negozio a comprare una maglietta colorata pensi alle emissioni di gas serra prodotte, all'acqua utilizzata e ai prodotti chimici finiti nei fiumi, e quindi nel mare. No. Non ci pensi. Compri la tua maglietta perché ti piace e vuoi indossarla. punto.""

""Alcune volte la narrativa riesce ad essere magica. Accade quando una storia non si limita ad appassionare, ma intreccia temi e linguaggi e nutre così la mente e l'anima di chi legge, generando conoscenza, emozioni, consapevolezza.""
Prefazione di Valeria Fedeli, già ministra del MIUR";;;Problemi sociali e familiaris;3.91;05/24/2026;;;;;;;;Sx4;
The Elements of Statistical Learning: Data Mining, Inference, and Prediction;"Hastie, Trevor; Tibshirani, Robert; Friedman, Jerome";Springer Nature;2009-02-09;Copertina rigida;745;;;Inglese;9780387848570;;https://www.amazon.it/dp/0387848576?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41edWOeOdIL._SL500_.jpg;During the past decade there has been an explosion in computation and information technology. With it has come vast amounts of data in a variety of fields such as medicine, biology, finance, and marketing. The challenge of understanding these data has led to the development of new tools in the field of statistics, and spawned new areas such as data mining, machine learning, and bioinformatics. Many of these tools have common underpinnings but are often expressed with different terminology. This book describes the important ideas in these areas in a common conceptual framework. While the approach is statistical, the emphasis is on concepts rather than mathematics. Many examples are given, with a liberal use of color graphics. It should be a valuable resource for statisticians and anyone interested in data mining in science or industry. The book's coverage is broad, from supervised learning (prediction) to unsupervised learning. The many topics include neural networks, support vector machines, classification trees and boosting—the first comprehensive treatment of this topic in any book. Trevor Hastie, Robert Tibshirani, and Jerome Friedman are professors of statistics at Stanford University. They are prominent researchers in this area: Hastie and Tibshirani developed generalized additive models and wrote a popular book of that title. Hastie wrote much of the statistical modeling software in S-PLUS and invented principal curves and surfaces. Tibshirani proposed the Lasso and is co-author of the very successful An Introduction to the Bootstrap. Friedman is the co-inventor of many data-mining tools including CART, MARS, and projection pursuit.;;;Database;4.43;05/24/2026;;;;;;;;Sx4;
